,Estimator,Best_params,Train_score,Test_score
0,RandomForestClassifier,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 20, 'n_estimators': 100, 'n_jobs': -1, 'random_state': 42}",0.8116470965799495,0.8258488499452354
1,GaussianNB,{},0.46641356241749293,0.45071193866374587
